URL	Pret	Tip procesor:	Chipset video:	Video:	CPUMark	GPUMark	Capacitate HDD:	Tip unitate stocare:	Memorie:	Greutate (Kg):	Sistem de operare:
http://www.cel.ro/calculatoare-desktop/desktop-hp-eliteone-800-g1-aio-i5_4690s-500gb-4gb-win7pro-touch-l/	6214	intel core i5 4690s	intel	intel hd  4600	7399	710	500		4		windows 8.1
http://www.cel.ro/calculatoare-desktop/micro_pc-intel-compute-stick-quad-core-x5_z8300-32gb-2gb-win10-l/	649	intel atom x5 z8300	intel	intel hd 	-	311	32		2		windows 10
http://www.cel.ro/calculatoare-desktop/desktop-asus-zen-z240icgt-aio-i7_6700t-1tbplus8gb-8gb-gtx960m-4gb-win10-fullhd-l/	6714	intel core i7 6700t	nvidia	gtx960m	8951	1670	1000		8	7.3	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-maguay-gamepower-h97-i7_4790-1tbplus256gb-16gb-gtx950-oc-2gb-l/	5059	intel core i7 4790 	nvidia	gtx 950 oc	11204	-	1000		16		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-hp-elitedesk-800-g2-sff-i5_6500-500gb-4gb-win10pro-l/	3684	intel core i5 6500	intel	intel hd  530	5736	964	500		4	7,6 kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-300_20ish-i3_6100-1tb-8gb-nvidia-gt720-2gb-dvdrw-l/	1749	intel core i3 6100	nvidia	gt720	3820	-	1000		8	7.1 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-njoy-maze-series-i3_4160-500gb-4gb-gt730-4gb-l/	1829	intel core i3 4160 	nvidia	gt 730	4383	928	500		4		fara sistem
http://www.cel.ro/calculatoare-desktop/mini-pc-dell-optiplex-9020-m-i7_4785t-128gb-8gb-win7pro-l/	4814	intel core i7 4785t	intel	intel hd  4600	7486	710	128		8	1.28 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/mini-pc-intel-nuc-kit-boxnuc5ppyh-quad-core-n3700-nohdd-noram-resigilat-l/	859	intel pentium n3700	intel	hd 	1879	-	nohdd		noram		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkcentre-e63z-aio-i3_4005u-500gb-4gb-win10pro-hdplus-l/	2964	intel core i3 4005u	intel	intel hd  4400	2462	547	500		4	4	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-hp-prodesk-280-g1-mt-dual-core-g1840-500gb_7200rpm-4gb-dvd_rw-win7-pro-l/	1929	intel celeron  g1840	intel	hd 	2971	-	500		4	6.5 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-hp-elitedesk-800-g2-twr-i5_6500-500gb-8gb-win10pro-l/	3924	intel core i5 6500	intel	intel hd  530	5736	964	500		8	9,43 kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-hp-600-proone-g1-i3_4130-500gb-4gb-dvdrw-win8pro-l/	4539	intel core i3 4130	intel	hd  4600	4120	706	500		4	6.63 kg	windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-y700-i5_6400-1tbplus8gb-8gb-gtx960-2gb-win10-l/	4029	intel core i5 6400	nvidia	gtx 960	5286	5938	1000		8	15 kg	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-c40_30-i5_5200u-1tb-4gb-gt820m-2gb-dvd_rw-touch-fhd-l/	2699	intel core i5 5200u	nvidia	gt820m	3522	-	1000		4	6,4 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/apple-imac-21.5-i5-2.8ghz-1tb-8gb-os-x-el-capitan-fullhd-intel-iris-pro-int-l/	6399	intel core i5	intel	intel iris pro  6200	2197	1534	1000		8	5.68	mac os
http://www.cel.ro/calculatoare-desktop/desktop-asus-k31cd-i7_6700-1tb-4gb-nvidia-gtx950m-2gb-l/	3199	intel core i7 6700	nvidia	gtx950m	11003	1400	1000		4	8.6	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-9020-sff-i7_4790-1tb-8gb-win10-l/	4479	intel core i7 4790 	intel	intel hd  4600	11204	710	1000		8	6 kg	windows 10
